row_id,series,region,score,ratio,active,category,notes,url
68487,series_11,latam,34019,0.487,false,delta,"row 68487 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68487
68488,series_12,apac,34056,0.488,true,baseline,"row 68488 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68488
68489,series_13,emea,34093,0.489,false,extended,"row 68489 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68489
68490,series_14,amer,34130,0.490,true,stress,"row 68490 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68490
68491,series_15,latam,34167,0.491,false,delta,"row 68491 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68491
68492,series_16,apac,34204,0.492,true,baseline,"row 68492 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68492
68493,series_0,emea,34241,0.493,false,extended,"row 68493 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68493
68494,series_1,amer,34278,0.494,true,stress,"row 68494 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68494
68495,series_2,latam,34315,0.495,false,delta,"row 68495 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68495
68496,series_3,apac,34352,0.496,true,baseline,"row 68496 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68496
68497,series_4,emea,34389,0.497,false,extended,"row 68497 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68497
68498,series_5,amer,34426,0.498,true,stress,"row 68498 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68498
68499,series_6,latam,34463,0.499,false,delta,"row 68499 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68499
68500,series_7,apac,34500,0.500,true,baseline,"row 68500 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68500
68501,series_8,emea,34537,0.501,false,extended,"row 68501 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68501
68502,series_9,amer,34574,0.502,true,stress,"row 68502 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68502
68503,series_10,latam,34611,0.503,false,delta,"row 68503 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68503
68504,series_11,apac,34648,0.504,true,baseline,"row 68504 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68504
68505,series_12,emea,34685,0.505,false,extended,"row 68505 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68505
68506,series_13,amer,34722,0.506,true,stress,"row 68506 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68506
68507,series_14,latam,34759,0.507,false,delta,"row 68507 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68507
68508,series_15,apac,34796,0.508,true,baseline,"row 68508 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68508
68509,series_16,emea,34833,0.509,false,extended,"row 68509 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68509
68510,series_0,amer,34870,0.510,true,stress,"row 68510 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68510
68511,series_1,latam,34907,0.511,false,delta,"row 68511 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68511
68512,series_2,apac,34944,0.512,true,baseline,"row 68512 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68512
68513,series_3,emea,34981,0.513,false,extended,"row 68513 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68513
68514,series_4,amer,35018,0.514,true,stress,"row 68514 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68514
68515,series_5,latam,35055,0.515,false,delta,"row 68515 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68515
68516,series_6,apac,35092,0.516,true,baseline,"row 68516 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68516
68517,series_7,emea,35129,0.517,false,extended,"row 68517 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68517
68518,series_8,amer,35166,0.518,true,stress,"row 68518 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68518
68519,series_9,latam,35203,0.519,false,delta,"row 68519 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68519
68520,series_10,apac,35240,0.520,true,baseline,"row 68520 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68520
68521,series_11,emea,35277,0.521,false,extended,"row 68521 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68521
68522,series_12,amer,35314,0.522,true,stress,"row 68522 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68522
68523,series_13,latam,35351,0.523,false,delta,"row 68523 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68523
68524,series_14,apac,35388,0.524,true,baseline,"row 68524 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68524
68525,series_15,emea,35425,0.525,false,extended,"row 68525 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68525
68526,series_16,amer,35462,0.526,true,stress,"row 68526 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68526
68527,series_0,latam,35499,0.527,false,delta,"row 68527 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68527
68528,series_1,apac,35536,0.528,true,baseline,"row 68528 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68528
68529,series_2,emea,35573,0.529,false,extended,"row 68529 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68529
68530,series_3,amer,35610,0.530,true,stress,"row 68530 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68530
68531,series_4,latam,35647,0.531,false,delta,"row 68531 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68531
68532,series_5,apac,35684,0.532,true,baseline,"row 68532 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68532
68533,series_6,emea,35721,0.533,false,extended,"row 68533 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68533
68534,series_7,amer,35758,0.534,true,stress,"row 68534 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68534
68535,series_8,latam,35795,0.535,false,delta,"row 68535 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68535
68536,series_9,apac,35832,0.536,true,baseline,"row 68536 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68536
68537,series_10,emea,35869,0.537,false,extended,"row 68537 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68537
68538,series_11,amer,35906,0.538,true,stress,"row 68538 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68538
68539,series_12,latam,35943,0.539,false,delta,"row 68539 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68539
68540,series_13,apac,35980,0.540,true,baseline,"row 68540 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68540
68541,series_14,emea,36017,0.541,false,extended,"row 68541 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68541
68542,series_15,amer,36054,0.542,true,stress,"row 68542 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68542
68543,series_16,latam,36091,0.543,false,delta,"row 68543 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68543
68544,series_0,apac,36128,0.544,true,baseline,"row 68544 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68544
68545,series_1,emea,36165,0.545,false,extended,"row 68545 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68545
68546,series_2,amer,36202,0.546,true,stress,"row 68546 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68546
68547,series_3,latam,36239,0.547,false,delta,"row 68547 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68547
68548,series_4,apac,36276,0.548,true,baseline,"row 68548 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68548
68549,series_5,emea,36313,0.549,false,extended,"row 68549 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68549
68550,series_6,amer,36350,0.550,true,stress,"row 68550 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68550
68551,series_7,latam,36387,0.551,false,delta,"row 68551 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68551
68552,series_8,apac,36424,0.552,true,baseline,"row 68552 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68552
68553,series_9,emea,36461,0.553,false,extended,"row 68553 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68553
68554,series_10,amer,36498,0.554,true,stress,"row 68554 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68554
68555,series_11,latam,36535,0.555,false,delta,"row 68555 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68555
68556,series_12,apac,36572,0.556,true,baseline,"row 68556 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68556
68557,series_13,emea,36609,0.557,false,extended,"row 68557 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68557
68558,series_14,amer,36646,0.558,true,stress,"row 68558 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68558
68559,series_15,latam,36683,0.559,false,delta,"row 68559 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68559
68560,series_16,apac,36720,0.560,true,baseline,"row 68560 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68560
68561,series_0,emea,36757,0.561,false,extended,"row 68561 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68561
68562,series_1,amer,36794,0.562,true,stress,"row 68562 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68562
68563,series_2,latam,36831,0.563,false,delta,"row 68563 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68563
68564,series_3,apac,36868,0.564,true,baseline,"row 68564 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68564
68565,series_4,emea,36905,0.565,false,extended,"row 68565 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68565
68566,series_5,amer,36942,0.566,true,stress,"row 68566 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68566
68567,series_6,latam,36979,0.567,false,delta,"row 68567 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68567
68568,series_7,apac,37016,0.568,true,baseline,"row 68568 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68568
68569,series_8,emea,37053,0.569,false,extended,"row 68569 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68569
68570,series_9,amer,37090,0.570,true,stress,"row 68570 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68570
68571,series_10,latam,37127,0.571,false,delta,"row 68571 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68571
68572,series_11,apac,37164,0.572,true,baseline,"row 68572 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68572
68573,series_12,emea,37201,0.573,false,extended,"row 68573 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68573
68574,series_13,amer,37238,0.574,true,stress,"row 68574 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68574
68575,series_14,latam,37275,0.575,false,delta,"row 68575 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68575
68576,series_15,apac,37312,0.576,true,baseline,"row 68576 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68576
68577,series_16,emea,37349,0.577,false,extended,"row 68577 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68577
68578,series_0,amer,37386,0.578,true,stress,"row 68578 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68578
68579,series_1,latam,37423,0.579,false,delta,"row 68579 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68579
68580,series_2,apac,37460,0.580,true,baseline,"row 68580 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68580
68581,series_3,emea,37497,0.581,false,extended,"row 68581 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68581
68582,series_4,amer,37534,0.582,true,stress,"row 68582 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68582
68583,series_5,latam,37571,0.583,false,delta,"row 68583 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68583
68584,series_6,apac,37608,0.584,true,baseline,"row 68584 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68584
68585,series_7,emea,37645,0.585,false,extended,"row 68585 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68585
68586,series_8,amer,37682,0.586,true,stress,"row 68586 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68586
68587,series_9,latam,37719,0.587,false,delta,"row 68587 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68587
68588,series_10,apac,37756,0.588,true,baseline,"row 68588 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68588
68589,series_11,emea,37793,0.589,false,extended,"row 68589 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68589
68590,series_12,amer,37830,0.590,true,stress,"row 68590 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68590
68591,series_13,latam,37867,0.591,false,delta,"row 68591 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68591
68592,series_14,apac,37904,0.592,true,baseline,"row 68592 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68592
68593,series_15,emea,37941,0.593,false,extended,"row 68593 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68593
68594,series_16,amer,37978,0.594,true,stress,"row 68594 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68594
68595,series_0,latam,38015,0.595,false,delta,"row 68595 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68595
68596,series_1,apac,38052,0.596,true,baseline,"row 68596 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68596
68597,series_2,emea,38089,0.597,false,extended,"row 68597 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68597
68598,series_3,amer,38126,0.598,true,stress,"row 68598 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68598
68599,series_4,latam,38163,0.599,false,delta,"row 68599 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68599
68600,series_5,apac,38200,0.600,true,baseline,"row 68600 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68600
68601,series_6,emea,38237,0.601,false,extended,"row 68601 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68601
68602,series_7,amer,38274,0.602,true,stress,"row 68602 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68602
68603,series_8,latam,38311,0.603,false,delta,"row 68603 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68603
68604,series_9,apac,38348,0.604,true,baseline,"row 68604 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68604
68605,series_10,emea,38385,0.605,false,extended,"row 68605 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68605
68606,series_11,amer,38422,0.606,true,stress,"row 68606 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68606
68607,series_12,latam,38459,0.607,false,delta,"row 68607 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68607
68608,series_13,apac,38496,0.608,true,baseline,"row 68608 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68608
68609,series_14,emea,38533,0.609,false,extended,"row 68609 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68609
68610,series_15,amer,38570,0.610,true,stress,"row 68610 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68610
68611,series_16,latam,38607,0.611,false,delta,"row 68611 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68611
68612,series_0,apac,38644,0.612,true,baseline,"row 68612 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68612
68613,series_1,emea,38681,0.613,false,extended,"row 68613 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68613
68614,series_2,amer,38718,0.614,true,stress,"row 68614 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68614
68615,series_3,latam,38755,0.615,false,delta,"row 68615 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68615
68616,series_4,apac,38792,0.616,true,baseline,"row 68616 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68616
68617,series_5,emea,38829,0.617,false,extended,"row 68617 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68617
68618,series_6,amer,38866,0.618,true,stress,"row 68618 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68618
68619,series_7,latam,38903,0.619,false,delta,"row 68619 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68619
68620,series_8,apac,38940,0.620,true,baseline,"row 68620 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68620
68621,series_9,emea,38977,0.621,false,extended,"row 68621 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68621
68622,series_10,amer,39014,0.622,true,stress,"row 68622 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68622
68623,series_11,latam,39051,0.623,false,delta,"row 68623 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68623
68624,series_12,apac,39088,0.624,true,baseline,"row 68624 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68624
68625,series_13,emea,39125,0.625,false,extended,"row 68625 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68625
68626,series_14,amer,39162,0.626,true,stress,"row 68626 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68626
68627,series_15,latam,39199,0.627,false,delta,"row 68627 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68627
68628,series_16,apac,39236,0.628,true,baseline,"row 68628 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68628
68629,series_0,emea,39273,0.629,false,extended,"row 68629 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68629
68630,series_1,amer,39310,0.630,true,stress,"row 68630 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68630
68631,series_2,latam,39347,0.631,false,delta,"row 68631 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68631
68632,series_3,apac,39384,0.632,true,baseline,"row 68632 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68632
68633,series_4,emea,39421,0.633,false,extended,"row 68633 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68633
68634,series_5,amer,39458,0.634,true,stress,"row 68634 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68634
68635,series_6,latam,39495,0.635,false,delta,"row 68635 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68635
68636,series_7,apac,39532,0.636,true,baseline,"row 68636 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68636
68637,series_8,emea,39569,0.637,false,extended,"row 68637 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68637
68638,series_9,amer,39606,0.638,true,stress,"row 68638 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68638
68639,series_10,latam,39643,0.639,false,delta,"row 68639 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68639
68640,series_11,apac,39680,0.640,true,baseline,"row 68640 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68640
68641,series_12,emea,39717,0.641,false,extended,"row 68641 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68641
68642,series_13,amer,39754,0.642,true,stress,"row 68642 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68642
68643,series_14,latam,39791,0.643,false,delta,"row 68643 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68643
68644,series_15,apac,39828,0.644,true,baseline,"row 68644 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68644
68645,series_16,emea,39865,0.645,false,extended,"row 68645 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68645
68646,series_0,amer,39902,0.646,true,stress,"row 68646 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68646
68647,series_1,latam,39939,0.647,false,delta,"row 68647 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68647
68648,series_2,apac,39976,0.648,true,baseline,"row 68648 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68648
68649,series_3,emea,40013,0.649,false,extended,"row 68649 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68649
68650,series_4,amer,40050,0.650,true,stress,"row 68650 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68650
68651,series_5,latam,40087,0.651,false,delta,"row 68651 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68651
68652,series_6,apac,40124,0.652,true,baseline,"row 68652 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68652
68653,series_7,emea,40161,0.653,false,extended,"row 68653 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68653
68654,series_8,amer,40198,0.654,true,stress,"row 68654 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68654
68655,series_9,latam,40235,0.655,false,delta,"row 68655 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68655
68656,series_10,apac,40272,0.656,true,baseline,"row 68656 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68656
68657,series_11,emea,40309,0.657,false,extended,"row 68657 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68657
68658,series_12,amer,40346,0.658,true,stress,"row 68658 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68658
68659,series_13,latam,40383,0.659,false,delta,"row 68659 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68659
68660,series_14,apac,40420,0.660,true,baseline,"row 68660 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68660
68661,series_15,emea,40457,0.661,false,extended,"row 68661 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68661
68662,series_16,amer,40494,0.662,true,stress,"row 68662 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68662
68663,series_0,latam,40531,0.663,false,delta,"row 68663 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68663
68664,series_1,apac,40568,0.664,true,baseline,"row 68664 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68664
68665,series_2,emea,40605,0.665,false,extended,"row 68665 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68665
68666,series_3,amer,40642,0.666,true,stress,"row 68666 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68666
68667,series_4,latam,40679,0.667,false,delta,"row 68667 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68667
68668,series_5,apac,40716,0.668,true,baseline,"row 68668 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68668
68669,series_6,emea,40753,0.669,false,extended,"row 68669 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68669
68670,series_7,amer,40790,0.670,true,stress,"row 68670 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68670
68671,series_8,latam,40827,0.671,false,delta,"row 68671 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68671
68672,series_9,apac,40864,0.672,true,baseline,"row 68672 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68672
68673,series_10,emea,40901,0.673,false,extended,"row 68673 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68673
68674,series_11,amer,40938,0.674,true,stress,"row 68674 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68674
68675,series_12,latam,40975,0.675,false,delta,"row 68675 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68675
68676,series_13,apac,41012,0.676,true,baseline,"row 68676 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68676
68677,series_14,emea,41049,0.677,false,extended,"row 68677 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68677
68678,series_15,amer,41086,0.678,true,stress,"row 68678 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68678
68679,series_16,latam,41123,0.679,false,delta,"row 68679 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68679
68680,series_0,apac,41160,0.680,true,baseline,"row 68680 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68680
68681,series_1,emea,41197,0.681,false,extended,"row 68681 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68681
68682,series_2,amer,41234,0.682,true,stress,"row 68682 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68682
68683,series_3,latam,41271,0.683,false,delta,"row 68683 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68683
68684,series_4,apac,41308,0.684,true,baseline,"row 68684 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68684
68685,series_5,emea,41345,0.685,false,extended,"row 68685 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68685
68686,series_6,amer,41382,0.686,true,stress,"row 68686 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68686
68687,series_7,latam,41419,0.687,false,delta,"row 68687 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68687
68688,series_8,apac,41456,0.688,true,baseline,"row 68688 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68688
68689,series_9,emea,41493,0.689,false,extended,"row 68689 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68689
68690,series_10,amer,41530,0.690,true,stress,"row 68690 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68690
68691,series_11,latam,41567,0.691,false,delta,"row 68691 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68691
68692,series_12,apac,41604,0.692,true,baseline,"row 68692 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68692
68693,series_13,emea,41641,0.693,false,extended,"row 68693 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68693
68694,series_14,amer,41678,0.694,true,stress,"row 68694 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68694
68695,series_15,latam,41715,0.695,false,delta,"row 68695 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68695
68696,series_16,apac,41752,0.696,true,baseline,"row 68696 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68696
68697,series_0,emea,41789,0.697,false,extended,"row 68697 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68697
68698,series_1,amer,41826,0.698,true,stress,"row 68698 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68698
68699,series_2,latam,41863,0.699,false,delta,"row 68699 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68699
68700,series_3,apac,41900,0.700,true,baseline,"row 68700 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68700
68701,series_4,emea,41937,0.701,false,extended,"row 68701 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68701
68702,series_5,amer,41974,0.702,true,stress,"row 68702 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68702
68703,series_6,latam,42011,0.703,false,delta,"row 68703 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/68703
